pollster,median_date,mode,n,LV,region,party,pct
Ipsos,2018-04-30,online,1907,FALSE,Ontario,NDP,0.2
Innovative Research,2018-05-02,telephone,1000,FALSE,Ontario,NDP,0.14
Leger,2018-05-10,online,2103,FALSE,Ontario,NDP,
Innovative Research,2018-05-14,online,2327,FALSE,Ontario,NDP,0.18
Forum Research,2018-05-16,IVR,969,FALSE,Ontario,NDP,0.2
Angus Reid,2018-06-14,online,1023,FALSE,Ontario,NDP,0.16
Ipsos,2018-06-15,online,1001,FALSE,Ontario,NDP,0.28
Campaign Research,2018-06-18,online,1579,FALSE,Ontario,NDP,0.19
Ipsos,2018-06-29,online,1002,FALSE,Ontario,NDP,0.26
Ipsos,2018-07-16,online,1000,FALSE,Ontario,NDP,0.2
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Ontario,NDP,0.14
Abacus Data,2018-07-22,online,2000,FALSE,Ontario,NDP,0.22
EKOS,2018-07-26,IVR,1302,FALSE,Ontario,NDP,0.21
Forum Research,2018-08-12,IVR,1777,FALSE,Ontario,NDP,0.17
Abacus Data,2018-08-20,online,1500,FALSE,Ontario,NDP,0.22
Abacus Data,2018-08-25,online,1000,FALSE,Ontario,NDP,0.21
Campaign Research,2018-09-14,online,1486,FALSE,Ontario,NDP,0.16
Abacus Data,2018-09-19,online,2000,FALSE,Ontario,NDP,0.2
DART/Maru,2018-09-19,online,5769,FALSE,Ontario,NDP,0.19
Pollara,2018-09-20,online,1002,FALSE,Ontario,NDP,0.13
Innovative Research,2018-10-01,online,2410,FALSE,Ontario,NDP,0.16
Ipsos,2018-10-09,online,2001,FALSE,Ontario,NDP,0.24
Forum Research,2018-10-10,IVR,1226,FALSE,Ontario,NDP,0.16
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Ontario,NDP,0.125
Campaign Research,2018-11-09,online,2512,FALSE,Ontario,NDP,0.18
Abacus Data,2018-11-13,online,2490,FALSE,Ontario,NDP,0.16
Leger,2018-11-20,online,1521,FALSE,Ontario,NDP,0.16
Forum Research,2018-11-29,IVR,1541,FALSE,Ontario,NDP,0.11
Ipsos,2018-12-12,online,2001,FALSE,Ontario,NDP,0.22
Campaign Research,2018-12-13,online,1494,FALSE,Ontario,NDP,0.17
Abacus Data,2018-12-18,online,2000,FALSE,Ontario,NDP,0.18
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Ontario,NDP,0.128
Innovative Research,2019-01-20,telephone,2451,FALSE,Ontario,NDP,0.12
Abacus Data,2019-02-02,online,2500,FALSE,Ontario,NDP,0.2
Campaign Research,2019-02-09,online,1590,FALSE,Ontario,NDP,0.15
Abacus Data,2019-02-10,online,2500,FALSE,Ontario,NDP,0.19
Ipsos,2019-02-18,online,1002,FALSE,Ontario,NDP,0.22
Leger,2019-02-19,online,1529,FALSE,Ontario,NDP,0.17
Angus Reid,2019-02-23,online,1009,FALSE,Ontario,NDP,0.14
Abacus Data,2019-02-24,online,2374,FALSE,Ontario,NDP,0.2
Forum Research,2019-02-28,IVR,1301,FALSE,Ontario,NDP,0.13
Abacus Data,2019-03-02,online,1500,FALSE,Ontario,NDP,0.2
Ipsos,2019-03-03,online,1000,FALSE,Ontario,NDP,0.23
Innovative Research,2019-03-03,online,2122,FALSE,Ontario,NDP,0.11
Campaign Research,2019-03-09,online,1893,FALSE,Ontario,NDP,0.15
Angus Reid,2019-03-18,online,5807,FALSE,Ontario,NDP,0.16
Leger,2019-03-20,online,1513,FALSE,Ontario,NDP,0.17
Forum Research,2019-03-20,IVR,1490,FALSE,Ontario,NDP,0.15
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Ontario,NDP,0.102
Ipsos,2019-03-26,online,1002,FALSE,Ontario,NDP,0.28
Campaign Research,2019-04-05,online,2035,FALSE,Ontario,NDP,0.18
Forum Research,2019-04-05,IVR,1634,FALSE,Ontario,NDP,0.13
Innovative Research,2019-04-07,online,2527,FALSE,Ontario,NDP,0.13
Leger,2019-04-20,online,1522,FALSE,Ontario,NDP,0.17
Ipsos,2019-04-24,online,1000,FALSE,Ontario,NDP,0.25
Forum Research,2019-04-24,IVR,1595,FALSE,Ontario,NDP,0.17
Abacus Data,2019-04-27,online,4015,FALSE,Ontario,NDP,0.2
Angus Reid,2019-04-28,online,1525,FALSE,Ontario,NDP,0.14
Campaign Research,2019-05-01,online,1471,FALSE,Ontario,NDP,0.19
Abacus Data,2019-05-29,online,1500,FALSE,Ontario,NDP,0.22
Innovative Research,2019-05-29,online,1691,FALSE,Ontario,NDP,0.13
Angus Reid,2019-06-01,online,4698,FALSE,Ontario,NDP,0.16
Forum Research,2019-06-01,IVR,1633,FALSE,Ontario,NDP,0.17
Campaign Research,2019-06-05,online,2735,FALSE,Ontario,NDP,0.17
Ipsos,2019-06-06,online,1003,FALSE,Ontario,NDP,0.22
Leger,2019-06-09,online,1528,FALSE,Ontario,NDP,0.16
Forum Research,2019-06-12,IVR,1471,FALSE,Ontario,NDP,
EKOS,2019-06-15,IVR,2491,FALSE,Ontario,NDP,0.14
Forum Research,2019-06-22,IVR,1539,FALSE,Ontario,NDP,0.13
Innovative Research,2019-06-22,telephone,3055,FALSE,Ontario,NDP,0.17
DART/Maru,2019-06-26,online,1512,FALSE,Ontario,NDP,0.19
EKOS,2019-06-28,IVR,1194,FALSE,Ontario,NDP,0.092
Abacus Data,2019-06-30,online,3092,FALSE,Ontario,NDP,0.2
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Ontario,NDP,0.115
Innovative Research,2019-07-03,online,2515,FALSE,Ontario,NDP,0.14
EKOS,2019-07-08,IVR,425,FALSE,Ontario,NDP,0.15
Angus Reid,2019-07-09,online,2361,FALSE,Ontario,NDP,0.17
Campaign Research,2019-07-10,online,1896,FALSE,Ontario,NDP,0.15
Corbett Communications,2019-07-10,online,3848,FALSE,Ontario,NDP,0.14
Ipsos,2019-07-14,online,1000,FALSE,Ontario,NDP,0.22
Abacus Data,2019-07-15,online,1500,FALSE,Ontario,NDP,0.17
Research Co.,2019-07-16,online,1000,FALSE,Ontario,NDP,0.22
EKOS,2019-07-17,IVR,1000,FALSE,Ontario,NDP,0.117
Nanos Research,2019-07-19,telephone,1000,FALSE,Ontario,NDP,
Leger,2019-07-21,online,1536,FALSE,Ontario,NDP,0.13
Forum Research,2019-07-23,IVR,4234,FALSE,Ontario,NDP,
Innovative Research,2019-07-24,telephone,3050,FALSE,Ontario,NDP,0.11
EKOS,2019-07-25,online,1000,FALSE,Ontario,NDP,0.095
Forum Research,2019-07-27,IVR,1733,FALSE,Ontario,NDP,0.12
Innovative Research,2019-07-29,online,1804,FALSE,Ontario,NDP,0.15
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Ontario,NDP,0.125
Abacus Data,2019-08-04,online,1422,FALSE,Ontario,NDP,0.21
EKOS,2019-08-07,online,1000,FALSE,Ontario,NDP,0.119
Campaign Research,2019-08-11,online,2365,FALSE,Ontario,NDP,0.14
Narrative Research,2019-08-11,telephone,15843,FALSE,Ontario,NDP,
Corbett Communications,2019-08-12,online,2750,FALSE,Ontario,NDP,0.14
Ipsos,2019-08-17,online,1001,FALSE,Ontario,NDP,0.18
DART/Maru,2019-08-17,online,1342,FALSE,Ontario,NDP,0.15
Leger,2019-08-18,online,1535,FALSE,Ontario,NDP,0.13
Abacus Data,2019-08-19,online,2152,FALSE,Ontario,NDP,0.18
EKOS,2019-08-19,online,750,FALSE,Ontario,NDP,0.086
EKOS,2019-08-21,online,1067,FALSE,Ontario,NDP,0.116
Angus Reid,2019-08-24,online,1534,FALSE,Ontario,NDP,0.17
Abacus Data,2019-08-26,online,4549,FALSE,Ontario,NDP,0.19
EKOS,2019-08-27,online,1086,FALSE,Ontario,NDP,0.076
Leger,2019-08-28,online,2102,FALSE,Ontario,NDP,0.15
EKOS,2019-08-28,online,902,FALSE,Ontario,NDP,0.057
Innovative Research,2019-09-02,online,1894,FALSE,Ontario,NDP,0.13
Campaign Research,2019-09-04,online,2094,FALSE,Ontario,NDP,0.15
EKOS,2019-09-04,online,2393,FALSE,Ontario,NDP,0.109
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Ontario,NDP,0.075
Leger,2019-09-08,online,1546,FALSE,Ontario,NDP,0.15
Abacus Data,2019-09-08,online,2000,FALSE,Ontario,NDP,0.16
Insights West,2019-09-08,online,6952,FALSE,Ontario,NDP,
Forum Research,2019-09-11,IVR,1001,FALSE,Ontario,NDP,0.107
DART/Maru,2019-09-11,online,1517,FALSE,Ontario,NDP,0.16
Innovative Research,2019-09-13,online,1622,FALSE,Ontario,NDP,0.17
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Ontario,NDP,
Leger,2019-09-15,online,1598,FALSE,Ontario,NDP,0.13
Nanos Research,2019-09-15,online,2670,FALSE,Ontario,NDP,
Angus Reid,2019-09-17,online,1805,FALSE,Ontario,NDP,0.15
Campaign Research,2019-09-19,online,2575,FALSE,Ontario,NDP,0.14
Campaign Research,2019-09-19,telephone,2513,FALSE,Ontario,NDP,0.09
Abacus Data,2019-09-20,online,1929,FALSE,Ontario,NDP,0.18
EKOS,2019-09-20,online,1152,FALSE,Ontario,NDP,0.094
Forum Research,2019-09-20,IVR,2449,FALSE,Ontario,NDP,0.13
Insights West,2019-09-21,online,6936,FALSE,Ontario,NDP,
Angus Reid,2019-09-22,online,1523,FALSE,Ontario,NDP,0.16
Leger,2019-09-22,online,2153,FALSE,Ontario,NDP,0.14
Innovative Research,2019-09-23,online,2303,FALSE,Ontario,NDP,0.14
Abacus Data,2019-09-25,online,1975,FALSE,Ontario,NDP,0.16
Research Co.,2019-09-25,online,1000,FALSE,Ontario,NDP,0.16
Nanos Research,2019-09-25,online,2827,FALSE,Ontario,NDP,
EKOS,2019-09-28,online,1492,FALSE,Ontario,NDP,0.08
Angus Reid,2019-09-29,online,1522,FALSE,Ontario,NDP,0.17
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Ontario,NDP,
Leger,2019-09-29,online,1558,FALSE,Ontario,NDP,0.17
Forum Research,2019-10-01,IVR,1853,FALSE,Ontario,NDP,0.14
Campaign Research,2019-10-01,online,4755,FALSE,Ontario,NDP,0.16
Abacus Data,2019-10-04,online,1556,FALSE,Ontario,NDP,0.17
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Ontario,NDP,
Innovative Research,2019-10-05,online,2835,FALSE,Ontario,NDP,0.13
Forum Research,2019-10-08,IVR,1013,FALSE,Ontario,NDP,0.14
Leger,2019-10-08,online,2150,FALSE,Ontario,NDP,0.18
Leger,2019-10-08,online,9317,FALSE,Ontario,NDP,
Lethbridge College,2019-10-08,online,9474,FALSE,Ontario,NDP,
Innovative Research,2019-10-09,online,2394,FALSE,Ontario,NDP,0.17
Angus Reid,2019-10-09,online,3031,FALSE,Ontario,NDP,0.19
EKOS,2019-10-09,online,1947,FALSE,Ontario,NDP,0.14
Campaign Research,2019-10-09,online,4037,FALSE,Ontario,NDP,0.2
Abacus Data,2019-10-09,online,3000,FALSE,Ontario,NDP,0.19
DART/Maru,2019-10-09,online,1310,FALSE,Ontario,NDP,0.25
Nanos Research,2019-10-09,telephone,3705,FALSE,Ontario,NDP,
Forum Research,2019-10-11,IVR,4338,FALSE,Ontario,NDP,
EKOS,2019-10-13,online,1904,FALSE,Ontario,NDP,0.21
Angus Reid,2019-10-14,online,2100,FALSE,Ontario,NDP,0.2
Leger,2019-10-14,online,13013,FALSE,Ontario,NDP,
Forum Research,2019-10-16,IVR,1028,FALSE,Ontario,NDP,0.19
DART/Maru,2019-10-16,online,1518,FALSE,Ontario,NDP,0.22
EKOS,2019-10-16,online,1881,FALSE,Ontario,NDP,0.2
Innovative Research,2019-10-16,online,3094,FALSE,Ontario,NDP,0.19
Innovative Research,2019-10-16,online,1964,FALSE,Ontario,NDP,0.18
Campaign Research,2019-10-17,online,1987,FALSE,Ontario,NDP,0.22
Abacus Data,2019-10-18,online,2000,FALSE,Ontario,NDP,0.19
Campaign Research,2019-10-18,online,5039,FALSE,Ontario,NDP,0.18
Leger,2019-10-18,online,2117,FALSE,Ontario,NDP,0.19
Research Co.,2019-10-19,online,957,FALSE,Ontario,NDP,0.17
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Ontario,Bloc,
Campaign Research,2018-01-11,online,1887,FALSE,Ontario,Bloc,
Forum Research,2018-01-24,IVR,1408,FALSE,Ontario,Bloc,
Abacus Data,2018-01-28,online,1411,FALSE,Ontario,Bloc,
Campaign Research,2018-02-10,online,2227,FALSE,Ontario,Bloc,
Ipsos,2018-03-01,online,1001,FALSE,Ontario,Bloc,
Forum Research,2018-03-01,IVR,941,FALSE,Ontario,Bloc,
Abacus Data,2018-03-04,online,1411,FALSE,Ontario,Bloc,
Angus Reid,2018-03-15,online,5423,FALSE,Ontario,Bloc,
Ipsos,2018-03-23,online,1001,FALSE,Ontario,Bloc,
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Ontario,Bloc,
Forum Research,2018-04-20,IVR,1585,FALSE,Ontario,Bloc,
Ipsos,2018-04-30,online,1907,FALSE,Ontario,Bloc,
Innovative Research,2018-05-02,telephone,1000,FALSE,Ontario,Bloc,
Leger,2018-05-10,online,2103,FALSE,Ontario,Bloc,
Innovative Research,2018-05-14,online,2327,FALSE,Ontario,Bloc,
Forum Research,2018-05-16,IVR,969,FALSE,Ontario,Bloc,
Angus Reid,2018-06-14,online,1023,FALSE,Ontario,Bloc,
Ipsos,2018-06-15,online,1001,FALSE,Ontario,Bloc,
Campaign Research,2018-06-18,online,1579,FALSE,Ontario,Bloc,
Ipsos,2018-06-29,online,1002,FALSE,Ontario,Bloc,
Ipsos,2018-07-16,online,1000,FALSE,Ontario,Bloc,
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Ontario,Bloc,
Abacus Data,2018-07-22,online,2000,FALSE,Ontario,Bloc,
EKOS,2018-07-26,IVR,1302,FALSE,Ontario,Bloc,
Forum Research,2018-08-12,IVR,1777,FALSE,Ontario,Bloc,
Abacus Data,2018-08-20,online,1500,FALSE,Ontario,Bloc,
Abacus Data,2018-08-25,online,1000,FALSE,Ontario,Bloc,
Campaign Research,2018-09-14,online,1486,FALSE,Ontario,Bloc,
Abacus Data,2018-09-19,online,2000,FALSE,Ontario,Bloc,
DART/Maru,2018-09-19,online,5769,FALSE,Ontario,Bloc,
Pollara,2018-09-20,online,1002,FALSE,Ontario,Bloc,
Innovative Research,2018-10-01,online,2410,FALSE,Ontario,Bloc,
Ipsos,2018-10-09,online,2001,FALSE,Ontario,Bloc,
Forum Research,2018-10-10,IVR,1226,FALSE,Ontario,Bloc,
Mainstreet Research,2018-11-07,IVR,7961,FALSE,Ontario,Bloc,
Campaign Research,2018-11-09,online,2512,FALSE,Ontario,Bloc,
Abacus Data,2018-11-13,online,2490,FALSE,Ontario,Bloc,
Leger,2018-11-20,online,1521,FALSE,Ontario,Bloc,
Forum Research,2018-11-29,IVR,1541,FALSE,Ontario,Bloc,
Ipsos,2018-12-12,online,2001,FALSE,Ontario,Bloc,
Campaign Research,2018-12-13,online,1494,FALSE,Ontario,Bloc,
Abacus Data,2018-12-18,online,2000,FALSE,Ontario,Bloc,
Mainstreet Research,2019-01-15,IVR,7941,FALSE,Ontario,Bloc,
Innovative Research,2019-01-20,telephone,2451,FALSE,Ontario,Bloc,
Abacus Data,2019-02-02,online,2500,FALSE,Ontario,Bloc,
Campaign Research,2019-02-09,online,1590,FALSE,Ontario,Bloc,
Abacus Data,2019-02-10,online,2500,FALSE,Ontario,Bloc,
Ipsos,2019-02-18,online,1002,FALSE,Ontario,Bloc,
Leger,2019-02-19,online,1529,FALSE,Ontario,Bloc,
Angus Reid,2019-02-23,online,1009,FALSE,Ontario,Bloc,
Abacus Data,2019-02-24,online,2374,FALSE,Ontario,Bloc,
Forum Research,2019-02-28,IVR,1301,FALSE,Ontario,Bloc,
Abacus Data,2019-03-02,online,1500,FALSE,Ontario,Bloc,
Ipsos,2019-03-03,online,1000,FALSE,Ontario,Bloc,
Innovative Research,2019-03-03,online,2122,FALSE,Ontario,Bloc,
Campaign Research,2019-03-09,online,1893,FALSE,Ontario,Bloc,
Angus Reid,2019-03-18,online,5807,FALSE,Ontario,Bloc,
Leger,2019-03-20,online,1513,FALSE,Ontario,Bloc,
Forum Research,2019-03-20,IVR,1490,FALSE,Ontario,Bloc,
Mainstreet Research,2019-03-22,IVR,8501,FALSE,Ontario,Bloc,
Ipsos,2019-03-26,online,1002,FALSE,Ontario,Bloc,
Campaign Research,2019-04-05,online,2035,FALSE,Ontario,Bloc,
Forum Research,2019-04-05,IVR,1634,FALSE,Ontario,Bloc,
Innovative Research,2019-04-07,online,2527,FALSE,Ontario,Bloc,
Leger,2019-04-20,online,1522,FALSE,Ontario,Bloc,
Ipsos,2019-04-24,online,1000,FALSE,Ontario,Bloc,
Forum Research,2019-04-24,IVR,1595,FALSE,Ontario,Bloc,
Abacus Data,2019-04-27,online,4015,FALSE,Ontario,Bloc,
Angus Reid,2019-04-28,online,1525,FALSE,Ontario,Bloc,
Campaign Research,2019-05-01,online,1471,FALSE,Ontario,Bloc,
Abacus Data,2019-05-29,online,1500,FALSE,Ontario,Bloc,
Innovative Research,2019-05-29,online,1691,FALSE,Ontario,Bloc,
Angus Reid,2019-06-01,online,4698,FALSE,Ontario,Bloc,
Forum Research,2019-06-01,IVR,1633,FALSE,Ontario,Bloc,
Campaign Research,2019-06-05,online,2735,FALSE,Ontario,Bloc,
Ipsos,2019-06-06,online,1003,FALSE,Ontario,Bloc,
Leger,2019-06-09,online,1528,FALSE,Ontario,Bloc,
Forum Research,2019-06-12,IVR,1471,FALSE,Ontario,Bloc,
EKOS,2019-06-15,IVR,2491,FALSE,Ontario,Bloc,
Forum Research,2019-06-22,IVR,1539,FALSE,Ontario,Bloc,
Innovative Research,2019-06-22,telephone,3055,FALSE,Ontario,Bloc,
DART/Maru,2019-06-26,online,1512,FALSE,Ontario,Bloc,
EKOS,2019-06-28,IVR,1194,FALSE,Ontario,Bloc,
Abacus Data,2019-06-30,online,3092,FALSE,Ontario,Bloc,
Mainstreet Research,2019-06-30,telephone,2651,FALSE,Ontario,Bloc,
Innovative Research,2019-07-03,online,2515,FALSE,Ontario,Bloc,
EKOS,2019-07-08,IVR,425,FALSE,Ontario,Bloc,
Angus Reid,2019-07-09,online,2361,FALSE,Ontario,Bloc,
Campaign Research,2019-07-10,online,1896,FALSE,Ontario,Bloc,
Corbett Communications,2019-07-10,online,3848,FALSE,Ontario,Bloc,
Ipsos,2019-07-14,online,1000,FALSE,Ontario,Bloc,
Abacus Data,2019-07-15,online,1500,FALSE,Ontario,Bloc,
Research Co.,2019-07-16,online,1000,FALSE,Ontario,Bloc,
EKOS,2019-07-17,IVR,1000,FALSE,Ontario,Bloc,
Nanos Research,2019-07-19,telephone,1000,FALSE,Ontario,Bloc,
Leger,2019-07-21,online,1536,FALSE,Ontario,Bloc,
Forum Research,2019-07-23,IVR,4234,FALSE,Ontario,Bloc,
Innovative Research,2019-07-24,telephone,3050,FALSE,Ontario,Bloc,
EKOS,2019-07-25,online,1000,FALSE,Ontario,Bloc,
Forum Research,2019-07-27,IVR,1733,FALSE,Ontario,Bloc,
Innovative Research,2019-07-29,online,1804,FALSE,Ontario,Bloc,
Mainstreet Research,2019-07-31,IVR,2463,FALSE,Ontario,Bloc,
Abacus Data,2019-08-04,online,1422,FALSE,Ontario,Bloc,
EKOS,2019-08-07,online,1000,FALSE,Ontario,Bloc,
Campaign Research,2019-08-11,online,2365,FALSE,Ontario,Bloc,
Narrative Research,2019-08-11,telephone,15843,FALSE,Ontario,Bloc,
Corbett Communications,2019-08-12,online,2750,FALSE,Ontario,Bloc,
Ipsos,2019-08-17,online,1001,FALSE,Ontario,Bloc,
DART/Maru,2019-08-17,online,1342,FALSE,Ontario,Bloc,
Leger,2019-08-18,online,1535,FALSE,Ontario,Bloc,
Abacus Data,2019-08-19,online,2152,FALSE,Ontario,Bloc,
EKOS,2019-08-19,online,750,FALSE,Ontario,Bloc,
EKOS,2019-08-21,online,1067,FALSE,Ontario,Bloc,
Angus Reid,2019-08-24,online,1534,FALSE,Ontario,Bloc,
Abacus Data,2019-08-26,online,4549,FALSE,Ontario,Bloc,
EKOS,2019-08-27,online,1086,FALSE,Ontario,Bloc,
Leger,2019-08-28,online,2102,FALSE,Ontario,Bloc,
EKOS,2019-08-28,online,902,FALSE,Ontario,Bloc,
Innovative Research,2019-09-02,online,1894,FALSE,Ontario,Bloc,
Campaign Research,2019-09-04,online,2094,FALSE,Ontario,Bloc,
EKOS,2019-09-04,online,2393,FALSE,Ontario,Bloc,
Mainstreet Research,2019-09-07,telephone,1876,FALSE,Ontario,Bloc,
Leger,2019-09-08,online,1546,FALSE,Ontario,Bloc,
Abacus Data,2019-09-08,online,2000,FALSE,Ontario,Bloc,
Insights West,2019-09-08,online,6952,FALSE,Ontario,Bloc,
Forum Research,2019-09-11,IVR,1001,FALSE,Ontario,Bloc,
DART/Maru,2019-09-11,online,1517,FALSE,Ontario,Bloc,
Innovative Research,2019-09-13,online,1622,FALSE,Ontario,Bloc,
Mainstreet Research,2019-09-14,IVR,1900,FALSE,Ontario,Bloc,
Leger,2019-09-15,online,1598,FALSE,Ontario,Bloc,
Nanos Research,2019-09-15,online,2670,FALSE,Ontario,Bloc,
Angus Reid,2019-09-17,online,1805,FALSE,Ontario,Bloc,
Campaign Research,2019-09-19,online,2575,FALSE,Ontario,Bloc,
Campaign Research,2019-09-19,telephone,2513,FALSE,Ontario,Bloc,
Abacus Data,2019-09-20,online,1929,FALSE,Ontario,Bloc,
EKOS,2019-09-20,online,1152,FALSE,Ontario,Bloc,
Forum Research,2019-09-20,IVR,2449,FALSE,Ontario,Bloc,
Insights West,2019-09-21,online,6936,FALSE,Ontario,Bloc,
Angus Reid,2019-09-22,online,1523,FALSE,Ontario,Bloc,
Leger,2019-09-22,online,2153,FALSE,Ontario,Bloc,
Innovative Research,2019-09-23,online,2303,FALSE,Ontario,Bloc,
Abacus Data,2019-09-25,online,1975,FALSE,Ontario,Bloc,
Research Co.,2019-09-25,online,1000,FALSE,Ontario,Bloc,
Nanos Research,2019-09-25,online,2827,FALSE,Ontario,Bloc,
EKOS,2019-09-28,online,1492,FALSE,Ontario,Bloc,
Angus Reid,2019-09-29,online,1522,FALSE,Ontario,Bloc,
Mainstreet Research,2019-09-29,IVR,2360,FALSE,Ontario,Bloc,
Leger,2019-09-29,online,1558,FALSE,Ontario,Bloc,
Forum Research,2019-10-01,IVR,1853,FALSE,Ontario,Bloc,
Campaign Research,2019-10-01,online,4755,FALSE,Ontario,Bloc,
Abacus Data,2019-10-04,online,1556,FALSE,Ontario,Bloc,
Mainstreet Research,2019-10-04,IVR,2338,FALSE,Ontario,Bloc,
Innovative Research,2019-10-05,online,2835,FALSE,Ontario,Bloc,
Forum Research,2019-10-08,IVR,1013,FALSE,Ontario,Bloc,
Leger,2019-10-08,online,2150,FALSE,Ontario,Bloc,
Leger,2019-10-08,online,9317,FALSE,Ontario,Bloc,
Lethbridge College,2019-10-08,online,9474,FALSE,Ontario,Bloc,
Innovative Research,2019-10-09,online,2394,FALSE,Ontario,Bloc,
Angus Reid,2019-10-09,online,3031,FALSE,Ontario,Bloc,
EKOS,2019-10-09,online,1947,FALSE,Ontario,Bloc,
Campaign Research,2019-10-09,online,4037,FALSE,Ontario,Bloc,
Abacus Data,2019-10-09,online,3000,FALSE,Ontario,Bloc,
DART/Maru,2019-10-09,online,1310,FALSE,Ontario,Bloc,
Nanos Research,2019-10-09,telephone,3705,FALSE,Ontario,Bloc,
Forum Research,2019-10-11,IVR,4338,FALSE,Ontario,Bloc,
EKOS,2019-10-13,online,1904,FALSE,Ontario,Bloc,
Angus Reid,2019-10-14,online,2100,FALSE,Ontario,Bloc,
Leger,2019-10-14,online,13013,FALSE,Ontario,Bloc,
Forum Research,2019-10-16,IVR,1028,FALSE,Ontario,Bloc,
DART/Maru,2019-10-16,online,1518,FALSE,Ontario,Bloc,
EKOS,2019-10-16,online,1881,FALSE,Ontario,Bloc,
Innovative Research,2019-10-16,online,3094,FALSE,Ontario,Bloc,
Innovative Research,2019-10-16,online,1964,FALSE,Ontario,Bloc,
Campaign Research,2019-10-17,online,1987,FALSE,Ontario,Bloc,
Abacus Data,2019-10-18,online,2000,FALSE,Ontario,Bloc,
Campaign Research,2019-10-18,online,5039,FALSE,Ontario,Bloc,
Leger,2019-10-18,online,2117,FALSE,Ontario,Bloc,
Research Co.,2019-10-19,online,957,FALSE,Ontario,Bloc,
Mainstreet Research,2018-01-06,IVR,9830,FALSE,Ontario,Green,0.068
Campaign Research,2018-01-11,online,1887,FALSE,Ontario,Green,0.05
Forum Research,2018-01-24,IVR,1408,FALSE,Ontario,Green,0.02
Abacus Data,2018-01-28,online,1411,FALSE,Ontario,Green,0.05
Campaign Research,2018-02-10,online,2227,FALSE,Ontario,Green,0.07
Ipsos,2018-03-01,online,1001,FALSE,Ontario,Green,0.04
Forum Research,2018-03-01,IVR,941,FALSE,Ontario,Green,0.02
Abacus Data,2018-03-04,online,1411,FALSE,Ontario,Green,0.05
Angus Reid,2018-03-15,online,5423,FALSE,Ontario,Green,0.05
Ipsos,2018-03-23,online,1001,FALSE,Ontario,Green,0.05
Mainstreet Research,2018-04-18,IVR,9401,FALSE,Ontario,Green,0.04
Forum Research,2018-04-20,IVR,1585,FALSE,Ontario,Green,0.07
Ipsos,2018-04-30,online,1907,FALSE,Ontario,Green,0.04
Innovative Research,2018-05-02,telephone,1000,FALSE,Ontario,Green,0.05
Leger,2018-05-10,online,2103,FALSE,Ontario,Green,
Innovative Research,2018-05-14,online,2327,FALSE,Ontario,Green,0.06
Forum Research,2018-05-16,IVR,969,FALSE,Ontario,Green,0.03
Angus Reid,2018-06-14,online,1023,FALSE,Ontario,Green,0.07
Ipsos,2018-06-15,online,1001,FALSE,Ontario,Green,0.08
Campaign Research,2018-06-18,online,1579,FALSE,Ontario,Green,0.08
Ipsos,2018-06-29,online,1002,FALSE,Ontario,Green,0.06
Ipsos,2018-07-16,online,1000,FALSE,Ontario,Green,0.04
Mainstreet Research,2018-07-17,IVR,9384,FALSE,Ontario,Green,0.063
Abacus Data,2018-07-22,online,2000,FALSE,Ontario,Green,0.06
EKOS,2018-07-26,IVR,1302,FALSE,Ontario,Green,0.08
Forum Research,2018-08-12,IVR,1777,FALSE,Ontario,Green,0.02
Abacus Data,2018-08-20,online,1500,FALSE,Ontario,Green,0.07
